GRID_CD,x_min,y_min,x_max,y_max,center_x,center_y,grid_m,selection,center_lon,center_lat,center_x_central,center_y_central,center_adm_cd,center_adm_nm,adm_nm_norm,pop_2024_grid,households_2026_adm,pop_2026_adm,pop_male_2026_adm,pop_female_2026_adm,pop_2024_adm_sum,grid_count_in_adm,pop_ratio_in_adm_2024,pop_2026_est,pop_2026_est_int,pop_male_2026_est,pop_male_2026_est_int,pop_female_2026_est,pop_female_2026_est_int,households_2026_est,households_2026_est_int,fallback_admin_population_added,fallback_admin_names,fallback_pop_2026_est_added,fallback_pop_male_2026_est_added,fallback_pop_female_2026_est_added,fallback_households_2026_est_added
다바64a52a,964000.0,1852000.0,964500.0,1852500.0,964250.0,1852250.0,500,official_sgis_100m_center_in_cheonan,127.09994260700465,36.66752152943597,208934.64320182192,452120.96703606495,34011320,광덕면,광덕면,0.0,2275,3946,1994,1952,4450.0,326,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,,0,0,0,0
다바64b79a,964500.0,1879000.0,965000.0,1879500.0,964750.0,1879250.0,500,official_sgis_100m_center_in_cheonan,127.1042880142503,36.91093264589091,209293.6681958387,479133.6246954218,34012110,성환읍,성환읍,5.0,11145,21420,11139,10281,27407.0,230,0.00018243514430619915,3.9077607910387857,4,2.0321450724267525,2,1.8756157186120335,2,2.0332396832925896,2,0,,0,0,0,0
다바66b82a,966500.0,1882000.0,967000.0,1882500.0,966750.0,1882250.0,500,official_sgis_100m_center_in_cheonan,127.12660746041722,36.938048364133316,211278.68065426956,482145.23381989944,34012110,성환읍,성환읍,8.0,11145,21420,11139,10281,27407.0,230,0.00029189623088991866,6.252417265662058,6,3.251432115882804,3,3.000985149779254,3,3.2531834932681436,3,0,,0,0,0,0
다바82a74b,982000.0,1874500.0,982500.0,1875000.0,982250.0,1874750.0,500,official_sgis_100m_center_in_cheonan,127.30084456827728,36.870859131878326,226823.93239608404,474723.6175494649,34011330,북면,북면,8.0,2407,4000,2096,1904,4663.0,234,0.0017156337122024449,6.862534848809779,7,3.5959682607763246,4,3.266566588033455,3,4.129530345271284,4,0,,0,0,0,0
다바68a84b,968000.0,1884500.0,968500.0,1885000.0,968250.0,1884750.0,500,official_sgis_100m_center_in_cheonan,127.14334688477523,36.9606359548144,212766.12410077138,484654.0432775766,34012110,성환읍,성환읍,5.0,11145,21420,11139,10281,27407.0,230,0.00018243514430619915,3.9077607910387857,4,2.0321450724267525,2,1.8756157186120335,2,2.0332396832925896,2,0,,0,0,0,0
다바80a62b,980000.0,1862500.0,980500.0,1863000.0,980250.0,1862750.0,500,official_sgis_100m_center_in_cheonan,127.27871627639306,36.76264372014034,224885.93109224873,462708.46973357815,34011360,병천면,병천면,144.0,3622,5833,3217,2616,6590.0,224,0.021851289833080424,127.45857359635811,128,70.29559939301973,70,57.162974203338386,57,79.14537177541729,79,0,,0,0,0,0
다바65b57b,965500.0,1857500.0,966000.0,1858000.0,965750.0,1857750.0,500,official_sgis_100m_center_in_cheonan,127.11648172167835,36.71715755196713,210406.51213393873,457630.8409247255,34011310,풍세면,풍세면,143.0,5450,10559,5595,4964,10045.0,122,0.014235938277750125,150.31727227476358,150,79.65007466401195,80,70.66719761075161,71,77.58586361373818,78,0,,0,0,0,0
다바69a72b,969000.0,1872500.0,969500.0,1873000.0,969250.0,1872750.0,500,official_sgis_100m_center_in_cheonan,127.15506718647748,36.85249626799284,213829.41075042312,472654.7670381066,34012600,부성1동,부성1동,97.0,29293,56748,29386,27362,53130.0,48,0.0018257105213626953,103.60542066629023,104,53.65032938076416,54,49.95509128552607,50,53.48053830227744,53,0,,0,0,0,0
다바64a82b,964000.0,1882500.0,964500.0,1883000.0,964250.0,1882750.0,500,official_sgis_100m_center_in_cheonan,127.09850979231778,36.94246393614135,208775.12493741588,482632.30379775865,34012110,성환읍,성환읍,0.0,11145,21420,11139,10281,27407.0,230,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,,0,0,0,0
다바64b83a,964500.0,1883000.0,965000.0,1883500.0,964750.0,1883250.0,500,official_sgis_100m_center_in_cheonan,127.10410159692783,36.94698993458177,209272.6872979517,483135.11330235604,34012110,성환읍,성환읍,18.0,11145,21420,11139,10281,27407.0,230,0.000656766519502317,14.06793884773963,14,7.315722260736308,7,6.75221658700332,7,7.319662859853323,7,0,,0,0,0,0
다바58a53b,958000.0,1853500.0,958500.0,1854000.0,958250.0,1853750.0,500,official_sgis_100m_center_in_cheonan,127.0327202230594,36.680799009947485,202924.6110533452,453590.2349797762,34011320,광덕면,광덕면,13.0,2275,3946,1994,1952,4450.0,326,0.0029213483146067415,11.527640449438202,12,5.825168539325842,6,5.70247191011236,6,6.646067415730337,7,0,,0,0,0,0
다바80b66a,980500.0,1866000.0,981000.0,1866500.0,980750.0,1866250.0,500,official_sgis_100m_center_in_cheonan,127.28422994090421,36.794205466164044,225367.83159602227,466212.4467860566,34011360,병천면,병천면,0.0,3622,5833,3217,2616,6590.0,224,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,,0,0,0,0
다바67b82b,967500.0,1882500.0,968000.0,1883000.0,967750.0,1882750.0,500,official_sgis_100m_center_in_cheonan,127.13781577308062,36.942590307099756,212276.43223435598,482650.6678782535,34012110,성환읍,성환읍,13.0,11145,21420,11139,10281,27407.0,230,0.00047433137519611775,10.160178056700842,10,5.283577188309556,5,4.876600868391287,5,5.286423176560732,5,0,,0,0,0,0
다바70a77b,970000.0,1877500.0,970500.0,1878000.0,970250.0,1877750.0,500,official_sgis_100m_center_in_cheonan,127.16608819607487,36.8976006195233,214803.5950834708,477661.8941431065,34012130,직산읍,직산읍,304.0,9978,18944,10456,8488,24699.0,120,0.012308190615004657,233.1663630106482,233,128.6944410704887,129,104.47192194015953,104,122.81112595651646,123,0,,0,0,0,0
다바67b82a,967500.0,1882000.0,968000.0,1882500.0,967750.0,1882250.0,500,official_sgis_100m_center_in_cheonan,127.13783710408546,36.93808313711744,212279.05554347858,482150.48016006366,34012110,성환읍,성환읍,73.0,11145,21420,11139,10281,27407.0,230,0.0026635531068705076,57.05330754916627,57,29.669318057430583,30,27.38398949173569,27,29.685299376071807,30,0,,0,0,0,0
다바75a75b,975000.0,1875500.0,975500.0,1876000.0,975250.0,1875750.0,500,official_sgis_100m_center_in_cheonan,127.22227248190431,36.879716089574906,219815.9806235896,475687.33391200216,34012120,성거읍,성거읍,0.0,10426,21270,11242,10028,20890.0,125,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,,0,0,0,0
다바69b83a,969500.0,1883000.0,970000.0,1883500.0,969750.0,1883250.0,500,official_sgis_100m_center_in_cheonan,127.16025642683206,36.947163856076195,214274.56170771478,483161.3504925108,34012110,성환읍,성환읍,43.0,11145,21420,11139,10281,27407.0,230,0.0015689422410333127,33.60674280293356,34,17.47644762287007,18,16.130295180063488,16,17.48586127631627,18,0,,0,0,0,0
다바72a79a,972000.0,1879000.0,972500.0,1879500.0,972250.0,1879250.0,500,official_sgis_100m_center_in_cheonan,127.18848076976101,36.911183244753204,216796.4903237674,479172.9476127304,34012310,입장면,입장면,8.0,4155,7344,3997,3347,10021.0,174,0.0007983235206067259,5.862887935335795,6,3.1908991118650833,4,2.6719888234707114,3,3.317034228120946,3,0,,0,0,0,0
다바85b62b,985500.0,1862500.0,986000.0,1863000.0,985750.0,1862750.0,500,official_sgis_100m_center_in_cheonan,127.34033933285157,36.76274236903031,230388.08908004637,462737.20744644146,34011370,동면,동면,13.0,1134,1872,1024,848,2367.0,171,0.005492184199408534,10.281368821292775,10,5.6239966201943385,6,4.657372201098436,5,6.228136882129277,6,0,,0,0,0,0
다바77b79b,977500.0,1879500.0,978000.0,1880000.0,977750.0,1879750.0,500,official_sgis_100m_center_in_cheonan,127.2502080233092,36.91583633510763,222295.9774427345,479701.9779185216,34012310,입장면,입장면,38.0,4155,7344,3997,3347,10021.0,174,0.003792036722881948,27.848717692845025,28,15.156770781359146,15,12.691946911485879,13,15.755912583574494,16,0,,0,0,0,0
다바82b66a,982500.0,1866000.0,983000.0,1866500.0,982750.0,1866250.0,500,official_sgis_100m_center_in_cheonan,127.30664748680269,36.794244020093046,227368.61350385912,466222.9045410499,34011360,병천면,병천면,5.0,3622,5833,3217,2616,6590.0,224,0.0007587253414264037,4.425644916540213,5,2.440819423368741,3,1.984825493171472,2,2.7481031866464343,3,0,,0,0,0,0
다바72a72b,972000.0,1872500.0,972500.0,1873000.0,972250.0,1872750.0,500,official_sgis_100m_center_in_cheonan,127.18871869279567,36.852589151096375,216830.5471648702,472670.47483216866,34012120,성거읍,성거읍,5.0,10426,21270,11242,10028,20890.0,125,0.00023934897079942556,5.090952608903781,5,2.690761129727142,3,2.4001914791766397,2,2.495452369554811,3,0,,0,0,0,0
다바72b67a,972500.0,1867000.0,973000.0,1867500.0,972750.0,1867250.0,500,official_sgis_100m_center_in_cheonan,127.19452445727362,36.803023608464784,217359.5186106307,467170.9971674272,34011110,목천읍,목천읍,13.0,11190,21741,11164,10577,23549.0,256,0.0005520404263450677,12.001910909168117,12,6.162979319716336,6,5.838931589451781,6,6.177332370801308,6,0,,0,0,0,0
다바78b62a,978500.0,1862000.0,979000.0,1862500.0,978750.0,1862250.0,500,official_sgis_100m_center_in_cheonan,127.26192397577503,36.75810391885466,223387.96068956231,462200.4383798904,34011340,성남면,성남면,8.0,1518,2738,1451,1287,3592.0,131,0.0022271714922048997,6.097995545657016,6,3.2316258351893095,3,2.8663697104677057,3,3.3808463251670378,3,0,,0,0,0,0
다바63a50a,963000.0,1850000.0,963500.0,1850500.0,963250.0,1850250.0,500,official_sgis_100m_center_in_cheonan,127.08884833493539,36.649453983120104,207944.69638555677,450115.012300179,34011320,광덕면,광덕면,13.0,2275,3946,1994,1952,4450.0,326,0.0029213483146067415,11.527640449438202,12,5.825168539325842,6,5.70247191011236,6,6.646067415730337,7,0,,0,0,0,0
다바74b65a,974500.0,1865000.0,975000.0,1865500.0,974750.0,1865250.0,500,official_sgis_100m_center_in_cheonan,127.21701074631515,36.78504981499365,219370.74053691232,465180.6904746648,34011110,목천읍,목천읍,0.0,11190,21741,11164,10577,23549.0,256,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,,0,0,0,0
다바71b80b,971500.0,1880500.0,972000.0,1881000.0,971750.0,1880750.0,500,official_sgis_100m_center_in_cheonan,127.18281189405741,36.92469001858732,216288.43440444884,480670.8958422936,34012310,입장면,입장면,48.0,4155,7344,3997,3347,10021.0,174,0.004789941123640356,35.17732761201477,35,19.145394671190502,19,16.03193294082427,16,19.902205368725678,20,0,,0,0,0,0
다바68b80b,968500.0,1880500.0,969000.0,1881000.0,968750.0,1880750.0,500,official_sgis_100m_center_in_cheonan,127.14912874802324,36.924595301351935,213287.29982217305,480655.1616951424,34012110,성환읍,성환읍,0.0,11145,21420,11139,10281,27407.0,230,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,,0,0,0,0
다바73a83a,973000.0,1883000.0,973500.0,1883500.0,973250.0,1883250.0,500,official_sgis_100m_center_in_cheonan,127.1995650770135,36.947269802909545,217775.89012240007,483179.7166374737,34012310,입장면,입장면,0.0,4155,7344,3997,3347,10021.0,174,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,,0,0,0,0
다바78b65a,978500.0,1865000.0,979000.0,1865500.0,978750.0,1865250.0,500,official_sgis_100m_center_in_cheonan,127.26184034252933,36.785148015707605,223372.28238844266,465201.60140848206,34011330,북면,북면,78.0,2407,4000,2096,1904,4663.0,234,0.016727428693973836,66.90971477589534,67,35.06069054256916,35,31.849024233326183,32,40.26292086639502,40,0,,0,0,0,0
다바65a80a,965000.0,1880000.0,965500.0,1880500.0,965250.0,1880250.0,500,official_sgis_100m_center_in_cheonan,127.10985491843307,36.919965557520705,209788.61083487023,480136.6189216954,34012110,성환읍,성환읍,18.0,11145,21420,11139,10281,27407.0,230,0.000656766519502317,14.06793884773963,14,7.315722260736308,7,6.75221658700332,7,7.319662859853323,7,0,,0,0,0,0
다바82a60b,982000.0,1860500.0,982500.0,1861000.0,982250.0,1860750.0,500,official_sgis_100m_center_in_cheonan,127.30117115640756,36.74465378544983,226897.15982606114,460718.13668757066,34011350,수신면,수신면,23.0,1211,1991,1117,874,2919.0,105,0.0078794107571086,15.687906817403222,16,8.801301815690305,9,6.886605001712916,7,9.541966426858513,10,0,,0,0,0,0
다바71a64a,971000.0,1864000.0,971500.0,1864500.0,971250.0,1864250.0,500,official_sgis_100m_center_in_cheonan,127.17782277506069,36.775935410209776,215874.63299336247,464162.0140992999,34011580,청룡동,청룡동,207.0,24809,59895,29913,29982,60525.0,68,0.003420074349442379,204.8453531598513,205,102.30468401486988,102,102.54066914498141,103,84.84862453531598,85,0,,0,0,0,0
다바67a59a,967000.0,1859000.0,967500.0,1859500.0,967250.0,1859250.0,500,official_sgis_100m_center_in_cheonan,127.13321352834147,36.730732477832426,211899.24315024426,459139.23261594516,34011310,풍세면,풍세면,5.0,5450,10559,5595,4964,10045.0,122,0.0004977600796416127,5.255848680935789,5,2.7849676455948233,3,2.4708810353409656,3,2.7127924340467895,3,0,,0,0,0,0
다바75a57b,975000.0,1857500.0,975500.0,1858000.0,975250.0,1857750.0,500,official_sgis_100m_center_in_cheonan,127.22285770927942,36.71745274821701,219910.10926382375,457680.4255035835,34011340,성남면,성남면,0.0,1518,2738,1451,1287,3592.0,131,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,,0,0,0,0
다바84b65b,984500.0,1865500.0,985000.0,1866000.0,984750.0,1865750.0,500,official_sgis_100m_center_in_cheonan,127.32907508628102,36.78977099609554,229372.0141266042,465733.16520512407,34011370,동면,동면,0.0,1134,1872,1024,848,2367.0,171,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,,0,0,0,0
다바69b76b,969500.0,1876500.0,970000.0,1877000.0,969750.0,1876750.0,500,official_sgis_100m_center_in_cheonan,127.16051624492916,36.88857028246097,214308.6469802988,476658.8957617816,34012130,직산읍,직산읍,13.0,9978,18944,10456,8488,24699.0,120,0.0005263370986679622,9.970929997165877,10,5.503380703672213,6,4.467549293493663,4,5.251791570508927,5,0,,0,0,0,0
다바87b62b,987500.0,1862500.0,988000.0,1863000.0,987750.0,1862750.0,500,official_sgis_100m_center_in_cheonan,127.36274778444083,36.76277032843274,232388.88205564697,462747.6575952786,34011370,동면,동면,13.0,1134,1872,1024,848,2367.0,171,0.005492184199408534,10.281368821292775,10,5.6239966201943385,6,4.657372201098436,5,6.228136882129277,6,0,,0,0,0,0
다바71a67b,971000.0,1867500.0,971500.0,1868000.0,971250.0,1867750.0,500,official_sgis_100m_center_in_cheonan,127.17769063526413,36.80748652259262,215856.3331960215,467663.34202362597,34011530,원성1동,원성1동,5.0,3982,7481,3873,3608,8875.0,29,0.0005633802816901409,4.2146478873239435,4,2.1819718309859155,2,2.0326760563380284,2,2.243380281690141,2,0,,0,0,0,0
다바75a68a,975000.0,1868000.0,975500.0,1868500.0,975250.0,1868250.0,500,official_sgis_100m_center_in_cheonan,127.22251689607718,36.81210690426112,219855.24419395253,468184.45573543117,34011110,목천읍,목천읍,23.0,11190,21741,11164,10577,23549.0,256,0.000976686908148966,21.23415007006667,21,10.903732642575056,11,10.330417427491614,10,10.92912650218693,11,0,,0,0,0,0
다바82a56a,982000.0,1856000.0,982500.0,1856500.0,982250.0,1856250.0,500,official_sgis_100m_center_in_cheonan,127.3012757001025,36.70408721078262,226920.6514178518,456216.374598209,34011350,수신면,수신면,8.0,1211,1991,1117,874,2919.0,105,0.0027406646111682084,5.456663240835903,6,3.0613223706748887,3,2.395340870161014,3,3.3189448441247005,3,0,,0,0,0,0
다바64b57b,964500.0,1857500.0,965000.0,1858000.0,964750.0,1857750.0,500,official_sgis_100m_center_in_cheonan,127.10528434525138,36.71712094899917,209406.13926902757,457625.62153436244,34011320,광덕면,광덕면,8.0,2275,3946,1994,1952,4450.0,326,0.0017977528089887641,7.093932584269663,7,3.5847191011235955,4,3.5092134831460675,4,4.089887640449438,4,0,,0,0,0,0
다바65b81b,965500.0,1881500.0,966000.0,1882000.0,965750.0,1881750.0,500,official_sgis_100m_center_in_cheonan,127.11540048502862,36.93350536751364,210280.92989034383,481639.800864742,34012110,성환읍,성환읍,13.0,11145,21420,11139,10281,27407.0,230,0.00047433137519611775,10.160178056700842,10,5.283577188309556,5,4.876600868391287,5,5.286423176560732,5,0,,0,0,0,0
다바71a62b,971000.0,1862500.0,971500.0,1863000.0,971250.0,1862750.0,500,official_sgis_100m_center_in_cheonan,127.17787934347427,36.76241345342939,215882.47163835814,462661.444959707,34011110,목천읍,목천읍,1865.0,11190,21741,11164,10577,23549.0,256,0.07919656885642702,1721.81260350758,1722,884.1504947131513,884,837.6621087944286,838,886.2096055034184,886,0,,0,0,0,0
다바81a70a,981000.0,1870000.0,981500.0,1870500.0,981250.0,1870250.0,500,official_sgis_100m_center_in_cheonan,127.28973573385423,36.83027411861718,225847.10237099882,470216.62276491,34011330,북면,북면,0.0,2407,4000,2096,1904,4663.0,234,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,,0,0,0,0
다바73b79a,973500.0,1879000.0,974000.0,1879500.0,973750.0,1879250.0,500,official_sgis_100m_center_in_cheonan,127.20531943885142,36.91122620488277,218297.06216218212,479180.812247832,34012310,입장면,입장면,91.0,4155,7344,3997,3347,10021.0,174,0.009080930046901506,66.69035026444466,67,36.29647739746532,37,30.39387286697934,30,37.73126434487576,38,0,,0,0,0,0
다바68a76b,968000.0,1876500.0,968500.0,1877000.0,968250.0,1876750.0,500,official_sgis_100m_center_in_cheonan,127.14368262853995,36.8885209983195,212808.08170299273,476651.0352920282,34012130,직산읍,직산읍,28.0,9978,18944,10456,8488,24699.0,120,0.0011336491355925342,21.47584922466497,21,11.853435361755537,12,9.622413862909431,10,11.311551074942306,11,0,,0,0,0,0
다바82b74a,982500.0,1874000.0,983000.0,1874500.0,982750.0,1874250.0,500,official_sgis_100m_center_in_cheonan,127.30646592030712,36.86636111087045,227326.74722440713,474226.0406752495,34011330,북면,북면,0.0,2407,4000,2096,1904,4663.0,234,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,,0,0,0,0
다바66b54b,966500.0,1854500.0,967000.0,1855000.0,966750.0,1854750.0,500,official_sgis_100m_center_in_cheonan,127.1278095408672,36.69014903348972,211422.53934767158,454634.9367401961,34011320,광덕면,광덕면,190.0,2275,3946,1994,1952,4450.0,326,0.04269662921348315,168.4808988764045,169,85.1370786516854,85,83.34382022471911,83,97.13483146067416,97,0,,0,0,0,0
다바65b65a,965500.0,1865000.0,966000.0,1865500.0,965750.0,1865250.0,500,official_sgis_100m_center_in_cheonan,127.11614507405288,36.78476709474867,210367.33572305617,465133.6413426569,34011570,신방동,신방동,2150.0,19620,42512,21866,20646,44280.0,21,0.0485546522131888,2064.155374887082,2064,1061.6960252935862,1062,1002.4593495934959,1003,952.6422764227642,953,0,,0,0,0,0
다바77b63a,977500.0,1863000.0,978000.0,1863500.0,977750.0,1863250.0,500,official_sgis_100m_center_in_cheonan,127.25069131558597,36.7670956801473,222382.34855911566,463195.6005189166,34011330,북면,북면,101.0,2407,4000,2096,1904,4663.0,234,0.021659875616555864,86.63950246622346,87,45.39909929230109,45,41.24040317392237,41,52.13532060904996,52,0,,0,0,0,0
다바86b63b,986500.0,1863500.0,987000.0,1864000.0,986750.0,1863750.0,500,official_sgis_100m_center_in_cheonan,127.3515261758886,36.771771629557,231383.25939310135,463742.8289989494,34011370,동면,동면,5.0,1134,1872,1024,848,2367.0,171,0.0021123785382340513,3.954372623574144,4,2.1630756231516686,2,1.7912970004224755,2,2.3954372623574143,3,0,,0,0,0,0
다바69b69b,969500.0,1869500.0,970000.0,1870000.0,969750.0,1869750.0,500,official_sgis_100m_center_in_cheonan,127.16079521027025,36.82546886145159,214345.30229057113,469656.25184726994,34011590,신안동,신안동,2479.0,21497,39091,18963,20128,46966.0,47,0.05278286419963378,2063.3349444278842,2063,1000.9214538176553,1001,1062.4134906102288,1062,1134.6732316995274,1135,0,,0,0,0,0
다바78b68b,978500.0,1868500.0,979000.0,1869000.0,978750.0,1868750.0,500,official_sgis_100m_center_in_cheonan,127.26174262928787,36.816699306062034,223353.97852445274,468702.95817551506,34011330,북면,북면,0.0,2407,4000,2096,1904,4663.0,234,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,,0,0,0,0
다바85a62a,985000.0,1862000.0,985500.0,1862500.0,985250.0,1862250.0,500,official_sgis_100m_center_in_cheonan,127.33474689488415,36.75822734159547,229890.50391624347,462234.3974954457,34011370,동면,동면,33.0,1134,1872,1024,848,2367.0,171,0.01394169835234474,26.098859315589355,26,14.276299112801015,14,11.82256020278834,12,15.809885931558936,16,0,,0,0,0,0
다바77a66a,977000.0,1866000.0,977500.0,1866500.0,977250.0,1866250.0,500,official_sgis_100m_center_in_cheonan,127.24499934660633,36.79412783040271,221866.47384391917,466194.1458010433,34011110,목천읍,목천읍,38.0,11190,21741,11164,10577,23549.0,256,0.0016136566308548135,35.0825088114145,35,18.014862626863138,18,17.06764618455136,17,18.056817699265363,18,0,,0,0,0,0
다바79b58b,979500.0,1858500.0,980000.0,1859000.0,979750.0,1858750.0,500,official_sgis_100m_center_in_cheonan,127.27322031808066,36.72657418064255,224406.62779355943,458704.30201557174,34011350,수신면,수신면,38.0,1211,1991,1117,874,2919.0,105,0.01301815690304899,25.919150393970536,26,14.541281260705722,14,11.377869133264817,11,15.764988009592326,16,0,,0,0,0,0
다바69a47b,969000.0,1847500.0,969500.0,1848000.0,969250.0,1847750.0,500,official_sgis_100m_center_in_cheonan,127.15607412495791,36.62712971904304,213959.96495264632,447645.3357809745,34011320,광덕면,광덕면,0.0,2275,3946,1994,1952,4450.0,326,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,,0,0,0,0
다바68b75b,968500.0,1875500.0,969000.0,1876000.0,968750.0,1875750.0,500,official_sgis_100m_center_in_cheonan,127.1493350539267,36.87952325444262,213313.50961613495,475653.2788660123,34012130,직산읍,직산읍,3877.0,9978,18944,10456,8488,24699.0,120,0.15696991781043768,2973.6381230009315,2974,1641.2774606259363,1641,1332.360662374995,1332,1566.2458399125471,1566,0,,0,0,0,0
다바75b65b,975500.0,1865500.0,976000.0,1866000.0,975750.0,1865750.0,500,official_sgis_100m_center_in_cheonan,127.22820220569422,36.78958327473557,220368.51034977168,465686.11037586315,34011110,목천읍,목천읍,38.0,11190,21741,11164,10577,23549.0,256,0.0016136566308548135,35.0825088114145,35,18.014862626863138,18,17.06764618455136,17,18.056817699265363,18,0,,0,0,0,0
다바81b63b,981500.0,1863500.0,982000.0,1864000.0,981750.0,1863750.0,500,official_sgis_100m_center_in_cheonan,127.2954985972115,36.77168851573004,226381.2907561196,463716.69824532256,34011360,병천면,병천면,0.0,3622,5833,3217,2616,6590.0,224,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,,0,0,0,0
다바67b64b,967500.0,1864500.0,968000.0,1865000.0,967750.0,1864750.0,500,official_sgis_100m_center_in_cheonan,127.13858070854099,36.780330022205305,212370.69834170007,464643.9088703146,34011570,신방동,신방동,4890.0,19620,42512,21866,20646,44280.0,21,0.11043360433604336,4694.753387533876,4695,2414.741192411924,2415,2280.012195121951,2280,2166.707317073171,2167,0,,0,0,0,0
