objt_id,fclty_ty,fclty_cd,fclty_nm,adres,rn_adres,telno,ctprvn_cd,sgg_cd,emd_cd,x,y,data_yr
237713,편의점,509010,세븐일레븐천안백석타운점,충청남도 천안시 서북구 백석동 864,충청남도 천안시 서북구 백석로 130,,44,44133,44133103,14151559.32,4414373.972,2025
237714,편의점,509010,미스터마트천안공단점,충청남도 천안시 서북구 직산읍 신갈리 248,충청남도 천안시 서북구 직산읍 4산단5길 28,,44,44133,44133256,14150559.42,4420063.145,2025
237716,편의점,509010,미니스톱천안불당,충청남도 천안시 서북구 불당동 1479,충청남도 천안시 서북구 불당25로 244,,44,44133,44133103,14149858.38,4414390.693,2025
237719,편의점,509010,지에스25천안서북,충청남도 천안시 서북구 성거읍 신월리 369-4,충청남도 천안시 서북구 성거읍 봉주로 93,,44,44133,44133253,14155036.17,4422099.552,2025
237720,편의점,509010,씨유단국대천안학생회관점,충청남도 천안시 동남구 안서동 산29,충청남도 천안시 동남구 단대로 119,,44,44131,44131118,14155966.86,4416265.563,2025
237723,편의점,509010,세븐천안두정드림점,충청남도 천안시 서북구 두정동 1418,충청남도 천안시 서북구 두정상가5길 2,,44,44133,44133104,14153560.94,4415451.51,2025
237724,편의점,509010,세븐일레븐천안봉명,충청남도 천안시 동남구 봉명동 315,충청남도 천안시 동남구 개목7길 9,,44,44131,44131113,14152274.44,4413365.317,2025
237738,편의점,509010,씨유천안단대,충청남도 천안시 동남구 안서동 365-9,충청남도 천안시 동남구 망향로 182,,44,44131,44131119,14157030.46,4416740.744,2025
237743,편의점,509010,씨유단국대천안보건간호관점,충청남도 천안시 동남구 안서동 산29,충청남도 천안시 동남구 단대로 119,,44,44131,44131118,14155966.86,4416265.563,2025
237744,편의점,509010,세븐일레븐천안백석엔시티점,충청남도 천안시 서북구 백석동 1054,충청남도 천안시 서북구 한들1로 218,,44,44133,44133103,14150747.68,4416290.2,2025
237749,편의점,509010,세븐일레븐천안불당지웰점,충청남도 천안시 서북구 불당동 1548,충청남도 천안시 서북구 불당26로 77,,44,44133,44133108,14149248.46,4413498.597,2025
237751,편의점,509010,이마트24천안대로점,충청남도 천안시 동남구 목천읍 삼성리 221-1,충청남도 천안시 동남구 목천읍 천안대로 179-12,,44,44131,44131250,14156160.97,4406469.303,2025
237752,편의점,509010,지에스25천안유락점,충청남도 천안시 서북구 성정동 1419,충청남도 천안시 서북구 성정공원2길 14,,44,44133,44133102,14153503.72,4414946.243,2025
237753,편의점,509010,이마트24천안구성,충청남도 천안시 동남구 구성동 388-73,충청남도 천안시 동남구 청수로 132-1,,44,44131,44131108,14155252.96,4410419.264,2025
237754,편의점,509010,세븐천안성정파크점주,충청남도 천안시 서북구 성정동 738-6,충청남도 천안시 서북구 양지9길 9,,44,44133,44133102,14153114.67,4412955.324,2025
237755,편의점,509010,세븐천안한성점주,충청남도 천안시 서북구 두정동 1652,충청남도 천안시 서북구 두정역길 23,,44,44133,44133104,14154070.61,4416176.273,2025
237758,편의점,509010,이마트24천안입장대로점,충청남도 천안시 서북구 입장면 효계리 116-3,충청남도 천안시 서북구 입장면 망향로 1034,,44,44133,44133310,14162339.3,4425688.637,2025
237759,편의점,509010,세븐일레븐천안이랜드점,충청남도 천안시 동남구 풍세면 용정리 995,충청남도 천안시 동남구 풍세면 풍세산단3로 111,,44,44131,44131310,14148626.4,4401755.082,2025
237771,편의점,509010,GS25천안시민점,충청남도 천안시 동남구 신부동 469-1,충청남도 천안시 동남구 신부2길 28,,44,44131,44131118,14155313.27,4413824.178,2025
237786,편의점,509010,GS25신방충무점,충청남도 천안시 동남구 신방동 71-8,충청남도 천안시 동남구 수곡로 67,,44,44131,44131116,14151712.87,4409707.557,2025
237790,편의점,509010,씨유두정예그리나점,충청남도 천안시 서북구 두정동 1565-1,충청남도 천안시 서북구 두정중9길 63,,44,44133,44133104,14153753.75,4416399.842,2025
237794,편의점,509010,세븐일레븐천안율금공단점,충청남도 천안시 서북구 성환읍 율금리 687-3,충청남도 천안시 서북구 성환읍 연암율금로 180,,44,44133,44133250,14149203.62,4424699.909,2025
237796,편의점,509010,행운슈퍼,충청남도 천안시 동남구 신방동 920,충청남도 천안시 동남구 신촌4로 16,,44,44131,44131116,14151466.44,4409407.85,2025
237797,편의점,509010,지에스25천안낙원,충청남도 천안시 동남구 북면 연춘리 121-1,충청남도 천안시 동남구 북면 복구정3길 5,,44,44131,44131330,14165400.29,4407085.606,2025
237798,편의점,509010,씨유천안문화,충청남도 천안시 동남구 대흥동 6-8,충청남도 천안시 동남구 문화로 1,,44,44131,44131101,14154145.39,4412817.869,2025
237805,편의점,509010,세븐천안신부뉴점,충청남도 천안시 동남구 신부동 765,충청남도 천안시 동남구 터미널2로 22,,44,44131,44131118,14155208.12,4414163.196,2025
237806,편의점,509010,세븐일레븐천안부대,충청남도 천안시 서북구 부대동 663,충청남도 천안시 서북구 부성25길 25,,44,44133,44133111,14154257.35,4418047.258,2025
237810,편의점,509010,지에스25천안,충청남도 천안시 서북구 쌍용동 1968,충청남도 천안시 서북구 쌍용11길 22,,44,44133,44133107,14151061.25,4411591.356,2025
237814,편의점,509010,씨유천안백석대지혜관점,충청남도 천안시 동남구 안서동 115,충청남도 천안시 동남구 백석대학로 1-1,,44,44131,44131119,14158155.3,4416908.338,2025
237815,편의점,509010,이마트24천안,충청남도 천안시 서북구 신당동 237-30,충청남도 천안시 서북구 공대길 24,,44,44133,44133110,14154564.68,4418159.613,2025
237820,편의점,509010,씨유뉴천안스타,충청남도 천안시 서북구 두정동 1500,충청남도 천안시 서북구 두정로 236,,44,44133,44133104,14153499.59,4415865.132,2025
237821,편의점,509010,지에스25천안역힐스점,충청남도 천안시 동남구 문화동 179,충청남도 천안시 동남구 옛시청길 29,,44,44131,44131103,14154293.07,4412224.783,2025
237822,편의점,509010,미니스톱천안파크밸리점,충청남도 천안시 서북구 쌍용동 2105,충청남도 천안시 서북구 봉서산1길 37-1,,44,44133,44133107,14150777.24,4412299.787,2025
237829,편의점,509010,GS25천안쌍용역점,충청남도 천안시 서북구 쌍용동 415-1,충청남도 천안시 서북구 쌍용19로 21,,44,44133,44133107,14151074.77,4410459.691,2025
237836,편의점,509010,GS25성정크라운점,충청남도 천안시 서북구 성정동 655-19,충청남도 천안시 서북구 서부2길 34,,44,44133,44133102,14153007.44,4414236.721,2025
237837,편의점,509010,씨유천안직산상덕점,충청남도 천안시 서북구 직산읍 상덕리 215-34,충청남도 천안시 서북구 직산읍 상덕로 210-2,,44,44133,44133256,14151472.68,4423063.852,2025
237838,편의점,509010,씨유천안1번국도점,충청남도 천안시 서북구 신당동 426-16,충청남도 천안시 서북구 천안대로 1311,,44,44133,44133110,14154544.74,4419309.091,2025
237839,편의점,509010,세븐일레븐천안성환두진점,충청남도 천안시 서북구 성환읍 율금리 773-2,충청남도 천안시 서북구 성환읍 율금1길 221-30,,44,44133,44133250,14148871.38,4425965.853,2025
237840,편의점,509010,세븐일레븐천안입장세화점,충청남도 천안시 서북구 입장면 신덕리 208-4,충청남도 천안시 서북구 입장면 신덕1길 2,,44,44133,44133310,14160284.6,4426893.857,2025
237841,편의점,509010,지에스25불당,충청남도 천안시 서북구 불당동 727,충청남도 천안시 서북구 번영로 100,,44,44133,44133108,14149653.92,4412678.807,2025
237844,편의점,509010,이마트24천안신부다나힐점,충청남도 천안시 동남구 신부동 783,충청남도 천안시 동남구 터미널3길 10,,44,44131,44131118,14155264.23,4414067.535,2025
237846,편의점,509010,미니스톱천안4,충청남도 천안시 서북구 직산읍 모시리 237-11,충청남도 천안시 서북구 직산읍 4산단7로 28,,44,44133,44133256,14151431.63,4419970.417,2025
237848,편의점,509010,세븐일레븐천안,충청남도 천안시 동남구 봉명동 50-3,충청남도 천안시 동남구 봉정로 70,,44,44131,44131113,14153212.99,4412424.098,2025
241294,편의점,509010,씨유천안백석대정문,충청남도 천안시 동남구 안서동 382-5,충청남도 천안시 동남구 문암로 78,,44,44131,44131119,14157805.92,4417026.228,2025
241297,편의점,509010,미니스톱신방,충청남도 천안시 동남구 신방동 1289,충청남도 천안시 동남구 통정9로 22,,44,44131,44131116,14151860.07,4407599.464,2025
241301,편의점,509010,씨유천안백석비전점,충청남도 천안시 서북구 백석동 658-12,충청남도 천안시 서북구 한들1로 9-23,,44,44133,44133103,14150223.55,4414646.817,2025
241304,편의점,509010,씨유천안오룡점,충청남도 천안시 동남구 원성동 454-2,충청남도 천안시 동남구 원성4길 55,,44,44131,44131107,14155543.16,4412836.233,2025
241388,편의점,509010,세븐천안성정빌리지점,충청남도 천안시 서북구 성정동 1225-2,충청남도 천안시 서북구 성정중5길 13,,44,44133,44133102,14152619.07,4415138.63,2025
241390,편의점,509010,세븐일레븐천안연곡점,충청남도 천안시 서북구 입장면 연곡리 232,충청남도 천안시 서북구 입장면 연곡길 622,,44,44133,44133310,14158240.66,4432856.127,2025
241396,편의점,509010,세븐일레븐천안쌍용,충청남도 천안시 서북구 쌍용동 1034,충청남도 천안시 서북구 미라2길 53,,44,44133,44133107,14152030.17,4411846.229,2025
241398,편의점,509010,씨유천안,충청남도 천안시 동남구 다가동 353-24,충청남도 천안시 동남구 다가2길 35,,44,44131,44131114,14153161.99,4411473.27,2025
241404,편의점,509010,씨유뉴천안신방한성점,충청남도 천안시 동남구 신방동 1694,충청남도 천안시 동남구 통정4로 45,,44,44131,44131116,14152550.05,4407808.432,2025
241406,편의점,509010,지에스25천안,충청남도 천안시 서북구 백석동 1206,충청남도 천안시 서북구 백석공단1로 10,,44,44133,44133103,14149936.84,4414570.503,2025
241407,편의점,509010,씨유성환,충청남도 천안시 서북구 성환읍 성환리 449-504,충청남도 천안시 서북구 성환읍 성환12길 15,,44,44133,44133250,14152006.07,4427636.807,2025
241408,편의점,509010,이마트24스마트천안불당꿈에,충청남도 천안시 서북구 불당동 1270,충청남도 천안시 서북구 광장로 260,,44,44133,44133108,14150154.09,4411447.481,2025
241410,편의점,509010,씨유뉴천안입장한성점,충청남도 천안시 서북구 입장면 도림리 341,충청남도 천안시 서북구 입장면 도림길 15,,44,44133,44133310,14164757.46,4427188.652,2025
241413,편의점,509010,세븐일레븐성정,충청남도 천안시 서북구 성정동 1483,충청남도 천안시 서북구 성정공원5로 26,,44,44133,44133102,14153208.31,4415115.585,2025
241417,편의점,509010,이마트24천안,충청남도 천안시 동남구 성남면 화성리 117-2,충청남도 천안시 동남구 성남면 세성로 257,,44,44131,44131340,14167158.24,4404527.7,2025
241420,편의점,509010,세븐일레븐천안성환대로점,충청남도 천안시 서북구 성환읍 송덕리 55-16,충청남도 천안시 서북구 성환읍 신방로 366,,44,44133,44133250,14150747.83,4428496.81,2025
241423,편의점,509010,지에스25천안,충청남도 천안시 서북구 두정동 733,충청남도 천안시 서북구 오성4길 23,,44,44133,44133104,14152335.12,4415777.596,2025
241425,편의점,509010,세븐천안두정중앙점,충청남도 천안시 서북구 두정동 850,충청남도 천안시 서북구 원두정5길 15,,44,44133,44133104,14152679.87,4415614.068,2025
241426,편의점,509010,세븐일레븐천안성정타운,충청남도 천안시 서북구 성정동 745-2,충청남도 천안시 서북구 봉정로 89,,44,44133,44133102,14153220.58,4412686.398,2025
241431,편의점,509010,GS25천안청수점,충청남도 천안시 동남구 청수동 206-26,충청남도 천안시 동남구 청수로 101,,44,44131,44131109,14154963.68,4410172.612,2025
241432,편의점,509010,세븐일레븐천안불당파크빌점,충청남도 천안시 서북구 불당동 1047,충청남도 천안시 서북구 불당2길 20,,44,44133,44133108,14149524.75,4411727.034,2025
241434,편의점,509010,씨유천안청당원룸점,충청남도 천안시 동남구 청당동 913,충청남도 천안시 동남구 청수10길 2,,44,44131,44131111,14155359.44,4408838.874,2025
241435,편의점,509010,이마트24천안유량점,충청남도 천안시 동남구 유량동 136-5,충청남도 천안시 동남구 태조산길 187,,44,44131,44131112,14158007.63,4413527.171,2025
241439,편의점,509010,씨유천안불당,충청남도 천안시 서북구 불당동 1361,충청남도 천안시 서북구 불당16길 38,,44,44133,44133108,14149541.47,4411315.418,2025
241440,편의점,509010,지에스25천안,충청남도 천안시 서북구 차암동 5-2,충청남도 천안시 서북구 2공단2로 95,,44,44133,44133106,14150928.72,4419351.359,2025
241441,편의점,509010,천안직산점세븐일레븐,충청남도 천안시 서북구 직산읍 삼은리 72-46,충청남도 천안시 서북구 직산읍 삼은3길 21,,44,44133,44133256,14154460.69,4422203.095,2025
241443,편의점,509010,지에스25천안중앙도서관점,충청남도 천안시 동남구 원성동 261-14,충청남도 천안시 동남구 중앙로 115,,44,44131,44131107,14154534.01,4412480.722,2025
241444,편의점,509010,씨유천안성정크로바점,충청남도 천안시 서북구 성정동 629-25,충청남도 천안시 서북구 서부3길 70,,44,44133,44133102,14153254.23,4414703.898,2025
241445,편의점,509010,이마트24천안FM점,충청남도 천안시 서북구 두정동 1315,충청남도 천안시 서북구 두정상가8길 11,,44,44133,44133104,14153077.62,4415810.555,2025
241447,편의점,509010,씨유천안직산대로점,충청남도 천안시 서북구 성거읍 신월리 398-13,충청남도 천안시 서북구 성거읍 천안대로 1482,,44,44133,44133253,14154048.34,4421399.406,2025
241454,편의점,509010,코리아세븐천안두정주,충청남도 천안시 서북구 두정동 723,충청남도 천안시 서북구 오성6길 51,,44,44133,44133104,14152392.24,4415699.321,2025
241464,편의점,509010,이마트24천안,충청남도 천안시 동남구 동면 화계리 187,충청남도 천안시 동남구 동면 동산1길 7,,44,44131,44131370,14175832.86,4407848.178,2025
241465,편의점,509010,씨유두정대아점,충청남도 천안시 서북구 두정동 1126-1,충청남도 천안시 서북구 두정중3길 26,,44,44133,44133104,14153329.37,4416532.381,2025
241473,편의점,509010,지에스25백석창조관점,충청남도 천안시 동남구 안서동 393,충청남도 천안시 동남구 백석대학로 1-15,,44,44131,44131119,14157952.72,4416455.767,2025
241491,편의점,509010,씨유천안동남,충청남도 천안시 동남구 문화동 112-1,충청남도 천안시 동남구 옛시청길 39,,44,44131,44131103,14154457.48,4412209.376,2025
241492,편의점,509010,지에스25천안동면,충청남도 천안시 동남구 동면 동산리 512-8,충청남도 천안시 동남구 동면 충절로 2273,,44,44131,44131370,14176815.1,4408305.173,2025
241493,편의점,509010,세븐일레븐천안성정도원점,충청남도 천안시 서북구 성정동 941,충청남도 천안시 서북구 도원4길 18,,44,44133,44133102,14152494.37,4413933.81,2025
241494,편의점,509010,씨유천안성정동원점,충청남도 천안시 서북구 성정동 847,충청남도 천안시 서북구 도원3길 27,,44,44133,44133102,14152633.22,4414190.57,2025
241498,편의점,509010,세븐일레븐천안두정,충청남도 천안시 서북구 두정동 850,충청남도 천안시 서북구 원두정5길 15,,44,44133,44133104,14152679.87,4415614.068,2025
241499,편의점,509010,씨유천안단국대병원,충청남도 천안시 동남구 안서동 522,충청남도 천안시 동남구 단대로 119,,44,44131,44131118,14155966.86,4416265.563,2025
241501,편의점,509010,GS25뉴천안수신점,충청남도 천안시 동남구 수신면 속창리 126-15,충청남도 천안시 동남구 수신면 수신로 429,,44,44131,44131350,14168850.61,4401628.526,2025
241507,편의점,509010,세븐일레븐천안성정파크점,충청남도 천안시 서북구 성정동 738-6,충청남도 천안시 서북구 양지9길 9,,44,44133,44133102,14153114.67,4412955.324,2025
241508,편의점,509010,세븐일레븐천안서북,충청남도 천안시 서북구 성거읍 신월리 343-18,충청남도 천안시 서북구 성거읍 봉주로 72-1,,44,44133,44133253,14154795.46,4422001.776,2025
241509,편의점,509010,세븐일레븐천안성거공단점,충청남도 천안시 서북구 성거읍 오색당리 129-36,충청남도 천안시 서북구 성거읍 모전1길 113,,44,44133,44133253,14159091.67,4423500.766,2025
241514,편의점,509010,공주건설공구,충청남도 천안시 동남구 봉명동 34-9,충청남도 천안시 동남구 차돌로 87,,44,44131,44131113,14153140.24,4411621.282,2025
241520,편의점,509010,씨유천안풍세센토피아점,충청남도 천안시 동남구 풍세면 보성리 705,충청남도 천안시 동남구 풍세면 풍세산단로 4,,44,44131,44131310,14149334.77,4401237.573,2025
241521,편의점,509010,씨유천안쌍용인,충청남도 천안시 서북구 쌍용동 1063,충청남도 천안시 서북구 미라1길 18,,44,44133,44133107,14151869.41,4411809.186,2025
241524,편의점,509010,세븐일레븐천안봉명,충청남도 천안시 동남구 봉명동 263,충청남도 천안시 동남구 개목8길 9,,44,44131,44131113,14152235.57,4413515.317,2025
241530,편의점,509010,씨유천안백석대본부동점,충청남도 천안시 동남구 안서동 115,충청남도 천안시 동남구 백석대학로 1-1,,44,44131,44131119,14158155.3,4416908.338,2025
241531,편의점,509010,지에스25뉴안서,충청남도 천안시 동남구 안서동 515-7,충청남도 천안시 동남구 중암1길 11,,44,44131,44131119,14157001.24,4415727.174,2025
241541,편의점,509010,GS25천안용곡,충청남도 천안시 동남구 용곡동 583,충청남도 천안시 동남구 풍세로 769-28,,44,44131,44131115,14153070.28,4408467.906,2025
241544,편의점,509010,씨유천안쌍용역점,충청남도 천안시 서북구 쌍용동 412-4,충청남도 천안시 서북구 쌍용19로 29-4,,44,44133,44133107,14151196.61,4410512.612,2025
241549,편의점,509010,세븐일레븐천안성정,충청남도 천안시 서북구 성정동 741-3,충청남도 천안시 서북구 양지17길 7,,44,44133,44133102,14153181.9,4412825.815,2025
241556,편의점,509010,제이에이치365,충청남도 천안시 서북구 쌍용동 1955,충청남도 천안시 서북구 월봉로 126,,44,44133,44133107,14150817.72,4411525.361,2025
241561,편의점,509010,씨유상명대계당관점,충청남도 천안시 동남구 안서동 300,충청남도 천안시 동남구 상명대길 31,,44,44131,44131119,14157535.36,4415828.395,2025
241565,편의점,509010,이마트24R천안신라점,충청남도 천안시 서북구 성정동 1420,충청남도 천안시 서북구 성정공원2길 8,,44,44133,44133102,14153496.98,4414890.411,2025
241567,편의점,509010,지에스25연암대로점,충청남도 천안시 서북구 성환읍 율금리 790-35,충청남도 천안시 서북구 성환읍 율금1길 8-8,,44,44133,44133250,14148284.64,4424158.507,2025
241569,편의점,509010,씨유천안동부역점,충청남도 천안시 동남구 대흥동 57-41,충청남도 천안시 동남구 대흥로 237-2,,44,44131,44131101,14153988.73,4412528.33,2025
241572,편의점,509010,지에스25성환매주리점,충청남도 천안시 서북구 성환읍 매주리 478-5,충청남도 천안시 서북구 성환읍 매주5길 4,,44,44133,44133250,14150929.69,4426295.041,2025
241580,편의점,509010,제로스토어안서점,충청남도 천안시 동남구 안서동 534-60,충청남도 천안시 동남구 중암샛길 22,,44,44131,44131119,14157228.74,4415586.526,2025
241583,편의점,509010,세븐일레븐천안메르디앙점,충청남도 천안시 서북구 성정동 1473,충청남도 천안시 서북구 성정공원5로 30,,44,44133,44133102,14153246.9,4415110.158,2025
241584,편의점,509010,씨유두산위브,충청남도 천안시 동남구 청당동 1005,충청남도 천안시 동남구 청당5로 20,,44,44131,44131111,14154587.43,4408453.216,2025
241595,편의점,509010,지에스25,충청남도 천안시 동남구 신부동 172-29,충청남도 천안시 동남구 만남로 154,,44,44131,44131118,14155938.57,4414854.717,2025
241597,편의점,509010,씨유천안직산타운점,충청남도 천안시 서북구 직산읍 삼은리 76-430,충청남도 천안시 서북구 직산읍 삼은4길 19,,44,44133,44133256,14154187.42,4422296.14,2025
241598,편의점,509010,미니스톱천안,충청남도 천안시 동남구 대흥동 70-4,충청남도 천안시 동남구 공설시장2길 3,,44,44131,44131101,14154199.9,4412520.697,2025
241599,편의점,509010,세븐일레븐천안두정이편한점,충청남도 천안시 서북구 두정동 1210,충청남도 천안시 서북구 두정중3길 2,,44,44133,44133104,14153322.49,4416241.137,2025
241600,편의점,509010,지에스25청당,충청남도 천안시 동남구 청당동 143-25,충청남도 천안시 동남구 청당2길 123,,44,44131,44131111,14155024.86,4408523.337,2025
241602,편의점,509010,GS25쌍용이화점,충청남도 천안시 서북구 쌍용동 540-3,충청남도 천안시 서북구 다가말2길 13-1,,44,44133,44133107,14152428.89,4410972.929,2025
241603,편의점,509010,지에스25풍세,충청남도 천안시 동남구 풍세면 보성리 580-13,충청남도 천안시 동남구 풍세면 풍세산단로 18-9,,44,44131,44131310,14149244.69,4401403.051,2025
241608,편의점,509010,씨유스타비발디점,충청남도 천안시 서북구 부대동 760,충청남도 천안시 서북구 부성18로 29,,44,44133,44133111,14154304.42,4417564.074,2025
241609,편의점,509010,지에스GS25연암대로점,충청남도 천안시 서북구 성환읍 율금리 790-35,충청남도 천안시 서북구 성환읍 율금1길 8-8,,44,44133,44133250,14148284.64,4424158.507,2025
241614,편의점,509010,지에스25천안창조점,충청남도 천안시 동남구 신부동 494-1,충청남도 천안시 동남구 만남로 72,,44,44131,44131118,14155402.11,4413989.196,2025
241615,편의점,509010,이마트24천안풍세점,충청남도 천안시 동남구 풍세면 보성리 745,충청남도 천안시 동남구 풍세면 풍세산단1로 54,,44,44131,44131310,14149231.38,4401049.187,2025
241622,편의점,509010,씨유입장신두리점,충청남도 천안시 서북구 입장면 신두리 217-45,충청남도 천안시 서북구 입장면 삼사로 1878,,44,44133,44133310,14160251.74,4428454.806,2025
241623,편의점,509010,지에스25신부한들점,충청남도 천안시 동남구 신부동 642,충청남도 천안시 동남구 터미널3길 40,,44,44131,44131118,14155258.49,4414442.768,2025
241624,편의점,509010,씨유천안두정대우,충청남도 천안시 서북구 두정동 530,충청남도 천안시 서북구 두정중5길 15,,44,44133,44133104,14153488.58,4416047.81,2025
241626,편의점,509010,세븐일레븐천안성정한빛점,충청남도 천안시 서북구 성정동 659-5,충청남도 천안시 서북구 서부6길 29,,44,44133,44133102,14153452.42,4414219.553,2025
241630,편의점,509010,이마트24천안신부더샵점,충청남도 천안시 동남구 신부동 287-27,충청남도 천안시 동남구 단대로 70,,44,44131,44131118,14155302.1,4415215.976,2025
241631,편의점,509010,세븐일레븐천안목천점,충청남도 천안시 동남구 목천읍 신계리 134-9,충청남도 천안시 동남구 목천읍 충절로 896,,44,44131,44131250,14160988.85,4407580.206,2025
241638,편의점,509010,씨유천안두정시티점,충청남도 천안시 서북구 두정동 1308,충청남도 천안시 서북구 두정상가1길 32-16,,44,44133,44133104,14153226.12,4415827.135,2025
241644,편의점,509010,씨유천안병천,충청남도 천안시 동남구 병천면 병천리 262-10,충청남도 천안시 동남구 병천면 병천1로 56,,44,44131,44131360,14170295.34,4405863.612,2025
241650,편의점,509010,지에스25원성,충청남도 천안시 동남구 원성동 588-14,충청남도 천안시 동남구 원거리7길 35-1,,44,44131,44131107,14155108.4,4411163.765,2025
241651,편의점,509010,지에스25풍세,충청남도 천안시 동남구 풍세면 보성리 736,충청남도 천안시 동남구 풍세면 풍세산단4로 12-1,,44,44131,44131310,14149052.11,4400909.717,2025
241652,편의점,509010,지에스25병천탑클래스점,충청남도 천안시 동남구 병천면 병천리 205-4,충청남도 천안시 동남구 병천면 아우내순대길 38,,44,44131,44131360,14170865.71,4405843.046,2025
241653,편의점,509010,세븐일레븐천안신방엔리치점,충청남도 천안시 동남구 신방동 1761,충청남도 천안시 동남구 통정6로 32,,44,44131,44131116,14152874.41,4407704.963,2025
241661,편의점,509010,씨유봉명역,충청남도 천안시 동남구 봉명동 62-53,충청남도 천안시 동남구 봉명4길 15,,44,44131,44131113,14152766.85,4411970.758,2025
241665,편의점,509010,세븐순천향대천안새병원점,충청남도 천안시 동남구 봉명동 216-8,충청남도 천안시 동남구 순천향6길 31,,44,44131,44131113,14152650.18,4411658.156,2025
241666,편의점,509010,씨유천안,충청남도 천안시 서북구 쌍용동 1491,충청남도 천안시 서북구 월봉로 90,,44,44133,44133107,14150755.72,4411073.634,2025
241668,편의점,509010,GS25두정,충청남도 천안시 서북구 두정동 1138-1,충청남도 천안시 서북구 두정중3길 18,,44,44133,44133104,14153327.53,4416428.32,2025
241683,편의점,509010,씨유천안마치에비뉴점,충청남도 천안시 서북구 백석동 1057,충청남도 천안시 서북구 한들1로 171,,44,44133,44133103,14150966.59,4416499.179,2025
241687,편의점,509010,씨유뉴천안신방타운점,충청남도 천안시 동남구 신방동 1181,충청남도 천안시 동남구 통정3로 37,,44,44131,44131116,14151999.47,4407752.725,2025
241688,편의점,509010,지에스25수신,충청남도 천안시 동남구 수신면 속창리 224-5,충청남도 천안시 동남구 수신면 5산단로 2,,44,44131,44131350,14168430.88,4401404.037,2025
241690,편의점,509010,이마트24천안직산,충청남도 천안시 서북구 직산읍 삼은리 76-76,충청남도 천안시 서북구 직산읍 삼은2길 16,,44,44133,44133256,14154130.6,4422144.308,2025
241695,편의점,509010,지에스25천안역점,충청남도 천안시 동남구 대흥동 96-1,충청남도 천안시 동남구 대흥로 238,,44,44131,44131101,14154088.16,4412527.248,2025
241698,편의점,509010,세븐천안입장한성점,충청남도 천안시 서북구 입장면 도림리 341-1,충청남도 천안시 서북구 입장면 도림길 10,,44,44133,44133310,14164759.52,4427225.322,2025
241699,편의점,509010,씨유천안청당하늘채점,충청남도 천안시 동남구 청당동 992,충청남도 천안시 동남구 광풍로 1800,,44,44131,44131111,14153736.06,4408354.672,2025
241707,편의점,509010,세븐일레븐천안성남약수로점,충청남도 천안시 동남구 성남면 대정리 59-13,충청남도 천안시 동남구 성남면 약수로 212,,44,44131,44131340,14161675.02,4402372.326,2025
241709,편의점,509010,미니스톱신당타운점,충청남도 천안시 서북구 신당동 327-1,충청남도 천안시 서북구 신당새터1길 47,,44,44133,44133110,14155445.15,4418792.822,2025
241711,편의점,509010,인스케어플러스,충청남도 천안시 동남구 목천읍 소사리 113-3,충청남도 천안시 동남구 목천읍 세종로 4755,,44,44131,44131250,14156331.97,4402060.681,2025
241714,편의점,509010,씨유쌍용,충청남도 천안시 서북구 쌍용동 1596,충청남도 천안시 서북구 월봉5길 35,,44,44133,44133107,14150588.39,4410140.06,2025
241723,편의점,509010,씨유단국대천안사회과학관점,충청남도 천안시 동남구 안서동 산29,충청남도 천안시 동남구 단대로 119,,44,44131,44131118,14155966.86,4416265.563,2025
241726,편의점,509010,세븐일레븐천안,충청남도 천안시 서북구 성거읍 석교리 119-9,충청남도 천안시 서북구 성거읍 망향로 395,,44,44133,44133253,14158107.34,4419068.725,2025
241727,편의점,509010,씨유천안,충청남도 천안시 동남구 봉명동 48-72,충청남도 천안시 동남구 봉명로 101,,44,44131,44131113,14153131.35,4412253.329,2025
241729,편의점,509010,이마트24천안농수산점,충청남도 천안시 서북구 신당동 488-1,충청남도 천안시 서북구 천안대로 1347,,44,44133,44133110,14154203.12,4419531.555,2025
241731,편의점,509010,세븐일레븐천안직산포도점,충청남도 천안시 서북구 직산읍 판정리 387-3,충청남도 천안시 서북구 직산읍 성진로 324-3,,44,44133,44133256,14156413.06,4426094.252,2025
241732,편의점,509010,직산중앙GS25편의점,충청남도 천안시 서북구 직산읍 삼은리 76-139,충청남도 천안시 서북구 직산읍 아랫말2길 1,,44,44133,44133256,14154263.36,4422007.004,2025
241740,편의점,509010,세븐일레븐천안신부,충청남도 천안시 동남구 신부동 461-6,충청남도 천안시 동남구 만남로 38,,44,44131,44131118,14154973.76,4413834.34,2025
241741,편의점,509010,지에스25천안중앙,충청남도 천안시 동남구 영성동 90-3,충청남도 천안시 동남구 영성로 40,,44,44131,44131105,14154355.44,4411512.803,2025
241744,편의점,509010,씨유천안성거SKC점,충청남도 천안시 서북구 성거읍 저리 57-66,충청남도 천안시 서북구 성거읍 성거길 113,,44,44133,44133253,14160086.27,4421766.516,2025
241749,편의점,509010,세븐일레븐천안신불당,충청남도 천안시 서북구 불당동 1819,충청남도 천안시 서북구 불당34길 22,,44,44133,44133108,14149430.83,4412206.026,2025
241753,편의점,509010,이마트24천안목천IC점,충청남도 천안시 동남구 목천읍 운전리 351-9,충청남도 천안시 동남구 목천읍 충절로 1107,,44,44131,44131250,14163262.46,4407210.123,2025
