생활지수,대분류,중분류,name,도로명주소,지번주소,위도,경도,source_file
life,agency,시청구청,충청남도 천안시청,충청남도 천안시 서북구 번영로 156,,,,life_agency_cheonan.csv
life,agency,시청구청,충청남도 천안시 동남구청,충청남도 천안시 동남구 옛시청길 39,,,,life_agency_cheonan.csv
life,agency,시청구청,충청남도 천안시 서북구청,충청남도 천안시 서북구 성거읍 봉주로 75,,,,life_agency_cheonan.csv
life,agency,행정복지센터,목천읍 행정복지센터,충청남도 천안시 동남구 목천읍 동평1길 15,,,,life_agency_cheonan.csv
life,agency,행정복지센터,광덕면 행정복지센터,충청남도 천안시 동남구 광덕면 신흥리2길 39,,,,life_agency_cheonan.csv
life,agency,시청구청,동면 행정복지센터(임시청사),충청남도 천안시 동남구 동면 동산1길 63,,,,life_agency_cheonan.csv
life,agency,행정복지센터,병천면 행정복지센터,충청남도 천안시 동남구 병천면 병천2로 57,,,,life_agency_cheonan.csv
life,agency,행정복지센터,북면 행정복지센터,충청남도 천안시 동남구 북면 위례성로 724,,,,life_agency_cheonan.csv
life,agency,행정복지센터,성남면 행정복지센터,충청남도 천안시 동남구 성남면 신사대화로 115-8,,,,life_agency_cheonan.csv
life,agency,행정복지센터,수신면 행정복지센터,충청남도 천안시 동남구 수신면 수신로 400,,,,life_agency_cheonan.csv
life,agency,행정복지센터,풍세면 행정복지센터,충청남도 천안시 동남구 풍세면 풍세로 73,,,,life_agency_cheonan.csv
life,agency,행정복지센터,문성동 행정복지센터,충청남도 천안시 동남구 문화로 15,,,,life_agency_cheonan.csv
life,agency,행정복지센터,봉명동 행정복지센터,충청남도 천안시 동남구 봉정로 39,,,,life_agency_cheonan.csv
life,agency,행정복지센터,신방동 행정복지센터,충청남도 천안시 동남구 천안천변길 129-41,,,,life_agency_cheonan.csv
life,agency,행정복지센터,신안동 행정복지센터,충청남도 천안시 동남구 신부3길 16-6,,,,life_agency_cheonan.csv
life,agency,행정복지센터,원성1동 행정복지센터,충청남도 천안시 동남구 충절로 130,,,,life_agency_cheonan.csv
life,agency,행정복지센터,원성2동 행정복지센터,충청남도 천안시 동남구 고재15길 15,,,,life_agency_cheonan.csv
life,agency,행정복지센터,일봉동 행정복지센터,충청남도 천안시 동남구 차돌고개4길 18,,,,life_agency_cheonan.csv
life,agency,행정복지센터,중앙동 행정복지센터,충청남도 천안시 동남구 원성천1길 17,,,,life_agency_cheonan.csv
life,agency,행정복지센터,청룡동 행정복지센터,충청남도 천안시 동남구 청수14로 99,,,,life_agency_cheonan.csv
life,agency,행정복지센터,성거읍 행정복지센터,충청남도 천안시 서북구 봉주로 469,,,,life_agency_cheonan.csv
life,agency,행정복지센터,성환읍 행정복지센터,충청남도 천안시 서북구 성환13길 7,,,,life_agency_cheonan.csv
life,agency,행정복지센터,직산읍 행정복지센터,충청남도 천안시 서북구 삼은4길 2,,,,life_agency_cheonan.csv
life,agency,행정복지센터,입장면 행정복지센터,충청남도 천안시 서북구 입장로 129,,,,life_agency_cheonan.csv
life,agency,행정복지센터,백석동 행정복지센터,충청남도 천안시 서북구 번영로 208,,,,life_agency_cheonan.csv
life,agency,행정복지센터,부성1동 행정복지센터,충청남도 천안시 서북구 두정로 208,,,,life_agency_cheonan.csv
life,agency,행정복지센터,부성2동 행정복지센터,충청남도 천안시 서북구 노태산로 133,,,,life_agency_cheonan.csv
life,agency,행정복지센터,불당1동 행정복지센터,충청남도 천안시 서북구 봉서산로 64,,,,life_agency_cheonan.csv
life,agency,행정복지센터,불당2동 행정복지센터,충청남도 천안시 서북구 불당25로 182,,,,life_agency_cheonan.csv
life,agency,행정복지센터,성정1동 행정복지센터,충청남도 천안시 서북구 성정8길5,,,,life_agency_cheonan.csv
life,agency,행정복지센터,성정2동 행정복지센터,충청남도 천안시 서북구 서부8길 29,,,,life_agency_cheonan.csv
life,agency,행정복지센터,쌍용1동 행정복지센터,충청남도 천안시 서북구 미라10길 21,,,,life_agency_cheonan.csv
life,agency,행정복지센터,쌍용2동 행정복지센터,충청남도 천안시 서북구 쌍용14길 70,,,,life_agency_cheonan.csv
life,agency,행정복지센터,쌍용3동 행정복지센터,충청남도 천안시 서북구 월봉로 138,,,,life_agency_cheonan.csv
life,welfare-facilities-for-elderly,노인복지시설,남천안노인요양원병설재가노인복지센터,충청남도 천안시 동남구 광덕면 차령로 4267,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,기쁨재가복지센터,"충청남도 천안시 동남구 고재20길 7, 201호 (원성동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,느티나무노인복지센터,충청남도 천안시 동남구 우영3길 22-3 (봉명동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,온맘터치 천안아산점,"충청남도 천안시 서북구 쌍용15길 3, 101호 (쌍용동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,한결요양센터,"충청남도 천안시 동남구 충무로 422, 2층 (영성동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,날마다 청춘 노인복지센터,"충청남도 천안시 동남구 대흥로 90, 201호 (영성동, 영성펜타폴리스25)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,도연 재가노인복지센터,"충청남도 천안시 서북구 불당대로 269, 122호 (쌍용동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,휴웰케어,"충청남도 천안시 동남구 봉명로 46, 2,4층 (봉명동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,해피투게더재가방문요양센터,"충청남도 천안시 동남구 청당2길 118, 108동 207호 (청당동, 청당마을벽산블루밍아파트)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,(A)돕는천사 벧엘 천안지사,"충청남도 천안시 동남구 원거리12길 2, 1층 (원성동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,도솔요양센터,"충청남도 천안시 동남구 충절로 128, 3층 302호 (원성동, 원흥빌딩)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,우리노인주간보호센터,충청남도 천안시 동남구 목천읍 신계1길 23,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,우리사랑요양원,충청남도 천안시 서북구 축구센터로 67 (성정동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,올리사랑 재가복지센터,"충청남도 천안시 동남구 신촌4로 42, 2층 236호 (신방동, 신방현대프라자)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,금빛사랑 재가장기요양기관,"충청남도 천안시 서북구 성정중1길 31, 2층 (성정동, 삼소빌딩)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,비타민요양원2호,"충청남도 천안시 서북구 성환읍 성환9길 9, 4층 (광성빌딩)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,재가재활 실버나인 주간보호센터,"충청남도 천안시 동남구 신촌1길 12, B1~2층 (신방동, 이삭빌딩)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,실버브릿지 재가복지센터,"충청남도 천안시 동남구 목천읍 충절로 817, 2층",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,늘푸른요양원1,"충청남도 천안시 서북구 늘푸른3길 7-1, 201호 ,301호 (두정동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,감나무요양원,충청남도 천안시 동남구 각원사길 187-22 (안서동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,목천요양원,충청남도 천안시 동남구 목천읍 충절로 1156,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,아가페요양원,충청남도 천안시 서북구 미라16길 8-10 (쌍용동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,천안노인전문요양원,충청남도 천안시 동남구 정골2길 97 (구성동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,로즈마리너싱홈,충청남도 천안시 동남구 풍세면 미죽로 33-12,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,더조은 방문요양복지센터,"충청남도 천안시 서북구 노태산로 10, 1층 101호 (두정동, 한양프라자)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,천안도우누리재가노인복지센터,"충청남도 천안시 동남구 다가말2길 86-1, 지하1,지상1,2층 (다가동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,희망재가노인복지센터,"충청남도 천안시 동남구 신원3길 34, 1동 103호 (신부동, 극동아파트)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,늘푸른청춘 노인복지센터,충청남도 천안시 동남구 원거리11길 52 (원성동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,더행복한 재가노인복지센터,"충청남도 천안시 동남구 통정9로 32, 401호 (신방동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,라온노인복지센터,충청남도 천안시 동남구 통정5로 7 (신방동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,"샬롬노인복지센터(방문요양, 방문목욕)","충청남도 천안시 서북구 월봉4로 140-16, 상가동 2층 208호 (쌍용동, 월봉벽산태영아파트)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,아주나 어르신 주야간보호센터ㆍ방문요양,충청남도 천안시 동남구 다가2길 39 (다가동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,효마을365요양원,충청남도 천안시 서북구 직산읍 봉주로 137-29,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,시니어사랑방문요양센터,"충청남도 천안시 서북구 월봉7길 49, 2층 223호 (쌍용동, 효명 리치빌)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,지켜드림재가복지센터,"충청남도 천안시 서북구 직산읍 봉주로 26, 1층",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,살펴드림 재가노인복지센터,"충청남도 천안시 서북구 성정중1길 31, 403호 (성정동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,브니엘방문요양센터,충청남도 천안시 서북구 직산읍 역전말1길 6,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,어울림방문요양센터,"충청남도 천안시 서북구 성거읍 성거길 82, 102호 (장미아파트 상가동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,행복나무재가복지센터,"충청남도 천안시 서북구 동서대로 17-13, 1층 102호 (백석동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,천안큰사랑방문요양센터,충청남도 천안시 동남구 대흥로 285 (성황동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,청담하늘채요양센터,충청남도 천안시 동남구 통정10로 43-12 (신방동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,사회복지법인 영서복지재단 충무노인복지센터,"충청남도 천안시 서북구 새말3길 16 (쌍용동,영서빌딩 1층)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,가람요양원,충청남도 천안시 동남구 풍세면 통미3길 10,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,천안힐링요양원,충청남도 천안시 서북구 미라16길 38-7 (쌍용동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,천안황금빛요양원,충청남도 천안시 동남구 목천읍 교천2길 7,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,삼성 노블레스 요양원,충청남도 천안시 서북구 업성6길 5 (업성동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,색종이재활요양원,충청남도 천안시 동남구 목천읍 동평1길 49,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,굿모닝천안요양원,"충청남도 천안시 서북구 오성로 71, 405호 (두정동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,호서노인전문요양원,충청남도 천안시 동남구 충절로 535-18 (삼룡동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,충무원,충청남도 천안시 동남구 목천읍 삼방로 731,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,(A)비지팅엔젤스 천안동남방문요양지점,"충청남도 천안시 동남구 봉정로 15, 103호 (봉명동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,유안어르신주야간보호센터,"충청남도 천안시 동남구 청수11로 13-17, 4층 401호 (청당동, 제이제이타워)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,드림YOU방문요양센터,"충청남도 천안시 서북구 봉정로 168-1, 2층 (성정동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,케어닥 방문요양돌봄센터 천안서북구파트너점,충청남도 천안시 서북구 입장면 성진로 729,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,두정동더놀자재가노인복지센터,"충청남도 천안시 서북구 1공단1길 13, 4층 404호 (두정동, 드림타워)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,고운손방문요양복지센터,"충청남도 천안시 서북구 성정14길 10, 1층 104호 (성정동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,한빛방문요양복지센터,"충청남도 천안시 동남구 충무로 158-35, 5층 501호 (신방동, 럭스프라자)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,해맑음재가장기요양센터,"충청남도 천안시 동남구 목천읍 신계1길 41, 107호 (동우아파트 상가)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,감동재가센터,"충청남도 천안시 서북구 직산읍 봉주로 13, 106호",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,에덴재가복지센터,"충청남도 천안시 서북구 봉정로 195, 405호 (성정동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,국민보은방문요양센터,"충청남도 천안시 서북구 차돌고개7길 60, 501호 (쌍용동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,실버밸리노인복지센터,"충청남도 천안시 동남구 중앙로 140, 1,2층 (문화동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,웃음행복노인주야간보호센터,충청남도 천안시 동남구 신원1길 9 (원성동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,어르신이행복한세상,"충청남도 천안시 서북구 봉서8길 8, 1층 101-2호 (쌍용동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,천안중앙요양센터,"충청남도 천안시 서북구 천안대로 999-7, 103동 1701호 (두정동, 천안 두정역 이안 더 센트럴)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,서로사랑노인복지센터,"충청남도 천안시 서북구 성환읍 성환9길 9, 1,4층",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,노인주야간보호센터 실버스타,"충청남도 천안시 서북구 서부대로 766, 201,501호 (두정동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,베스트재가복지센터,"충청남도 천안시 서북구 두정고1길 9, 502동 504호 (두정동, 천안두정5차푸르지오)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,고래요양원,충청남도 천안시 서북구 세관길 80 (성정동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,가족사랑서북요양원,충청남도 천안시 서북구 성거읍 문성1길 69-13,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,더엘림 요양원,충청남도 천안시 서북구 입장면 망향로 1153-32,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,좋은아침요양원,충청남도 천안시 서북구 성성10길 32 (성성동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,사랑하는 노인전문 요양원,충청남도 천안시 동남구 개목2길 1 (봉명동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,더편한요양원,충청남도 천안시 서북구 성거읍 망향로 380,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,천안사랑비전센터,충청남도 천안시 서북구 성거읍 천흥4길 72-7,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,중앙노인재가복지센터,충청남도 천안시 서북구 부대중앙길 28 (부대동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,사회복지법인 삼일복지재단 라온하제 주야간보호센터,충청남도 천안시 서북구 쌍용15길 86 (쌍용동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,+사랑실천복지센터,"충청남도 천안시 동남구 신촌로 41, 2층 215호 (신방동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,하모니노인주간보호센터,충청남도 천안시 동남구 충절로 535-4 (삼룡동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,은솔노인주간보호센터,충청남도 천안시 동남구 다가13길 7 (다가동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,바른재활주간보호센터,"충청남도 천안시 동남구 신촌1길 10, 2층 (신방동, 호마노빌딩)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,사랑방노인복지센터,충청남도 천안시 서북구 입장면 성진로 794,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,참조은요양원병설주간보호센터,"충청남도 천안시 서북구 동서대로 110-21, 3층 (성정동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,아성재가노인복지센터,충청남도 천안시 동남구 양지말2길 22 (유량동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,해피하우스노인복지센터,"충청남도 천안시 동남구 광풍로 1822, 6층 (청당동, 아이지타워)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,TOP(탑) 재가노인복지센터,"충청남도 천안시 서북구 쌍용대로 43, 3층 (쌍용동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,플래티늄 소망주ㆍ야간보호센터,"충청남도 천안시 동남구 용곡4길 59, 1층 (용곡동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,늘푸른주간보호센터,"충청남도 천안시 서북구 성정공원5로 7, 2층 (성정동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,효어르신주간보호센터,충청남도 천안시 서북구 천안천6길 27 (성정동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,더사랑주야간보호센터,"충청남도 천안시 동남구 목천읍 목천안터2길 28, 1층",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,은혜노인복지센터 부설 노인주야간보호센터,"충청남도 천안시 서북구 성거읍 봉주로 93, 502호 (천우빌딩)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,남서울노인주간보호센터,충청남도 천안시 서북구 성환읍 성환12길 31,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,풍세노인주야간보호센터,충청남도 천안시 동남구 풍세면 하정길 31-3,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,섬김요양원,"충청남도 천안시 서북구 천안대로 1337, 2층 (신당동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,천안재활365주간보호,"충청남도 천안시 서북구 오성로 107, 402,403호 (두정동, 제이파크빌딩)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,참조은 주야간보호센터,충청남도 천안시 동남구 다가4길 4-3 (다가동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,플래티늄 소망요양원,"충청남도 천안시 동남구 용곡4길 59, 2층,3층 (용곡동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,우리노인요양원,충청남도 천안시 동남구 목천읍 신계1길 25,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,참조은요양원,"충청남도 천안시 서북구 동서대로 110-21, B동 301호 (성정동, 은성빌딩)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,디딤돌노인주야간보호센터,충청남도 천안시 동남구 충절로 417-4 (삼룡동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,참조은집,"충청남도 천안시 서북구 동서대로 110-21, B동 201호 (성정동, 은성빌딩)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,천안원광은혜마을,충청남도 천안시 서북구 직산읍 남산3길 102-87,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,백세주간보호센터,"충청남도 천안시 서북구 백석4길 12, 203 (백석동, 거성캐슬B)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,삼성실버 노인주간보호센터,"충청남도 천안시 서북구 쌍용17길 53, 201 (쌍용동, 대풍빌딩)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,태조요양원,충청남도 천안시 동남구 태조산길 103-5 (유량동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,명품노인전문요양원,충청남도 천안시 서북구 서부대로 410 (쌍용동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,남천안노인요양원,충청남도 천안시 동남구 광덕면 차령로 4267,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,효누리요양원,"충청남도 천안시 서북구 오성로 107, 8층 (두정동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,행복드림요양원,충청남도 천안시 동남구 양지2길 28 (봉명동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,성모효드림요양원,"충청남도 천안시 서북구 늘푸른3길 7-1, 401호 (두정동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,입장노인복지센터,"충청남도 천안시 서북구 입장면 하장4길 45, A동 1,2층",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,동산요양원,충청남도 천안시 동남구 목천읍 응원1길 69-35,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,효드림재가복지센터,"충청남도 천안시 서북구 성환읍 성환중앙로 56, 1층",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,한빛재활주간보호센터,"충청남도 천안시 서북구 두정로 210, 6층 (두정동, 서올빌딩)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,가가호재가복지센터,"충청남도 천안시 서북구 쌍용18길 69, 상가동 202호 (쌍용동, 시영2차 근로복지아파트)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,큰나무방문요양센터,"충청남도 천안시 서북구 성환읍 성환중앙로 66-9, 101호",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,입장실버복지센터,충청남도 천안시 서북구 입장면 하장4길 16,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,동행 재가복지센터,"충청남도 천안시 서북구 미라2길 19, 305호 (쌍용동, 광명아파트 상가)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,한가족노인복지센터,"충청남도 천안시 서북구 월봉6길 4, 2층 (쌍용동, 솔로몬빌딩)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,아둘람노인재가복지센터,"충청남도 천안시 동남구 청수10길 15, 1층 101호 (청당동, 스위트홈)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,꿈터재가노인복지센터,"충청남도 천안시 동남구 문화1길 11, 2층 (문화동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,(주)케어링 주간보호센터 천안점,"충청남도 천안시 서북구 양지10길 67, 2,3층호 (성정동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,도담재가노인복지센터,"충청남도 천안시 동남구 일봉로 17, 상가동 201호 (신방동, 성지새말아파트1단지)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,성환사랑의마을,"충청남도 천안시 서북구 성환읍 매주4길 28, 1층",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,플래티늄 동남점,충청남도 천안시 동남구 용수골길 70 (용곡동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,천안고향의집,"충청남도 천안시 동남구 우영3길 21, 3층 (봉명동)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,천안한마음요양원,"충청남도 천안시 서북구 백석4길 12, 3층 302호 (백석동, 거성캐슬B)",,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,원성효그룹홈,충청남도 천안시 동남구 원성천2길 96 (원성동),,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,천안삼거리요양원,충청남도 천안시 동남구 목천읍 동평1길 65,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,영서원,충청남도 천안시 동남구 목천읍 삼방로 733,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,북천안요양원,충청남도 천안시 서북구 성환읍 성월수향길 30,,,,life_welfare-facilities-for-elderly.csv
life,welfare-facilities-for-elderly,노인복지시설,봄날 방문요양복지센터,"충청남도 천안시 동남구 신촌4로 16, 상가1동 2층 205-4호 (신방동, 초원그린타운)",,,,life_welfare-facilities-for-elderly.csv
